,tweet,target
14612,could sun outag wait modi ji finish speech,1
14613,pchidambaramin modi hater naxalit pbhushan nramind given photo copi rafaled doc italian nation congress nramind crop spread lie,0
14614,zaidzamanhamid plan bjp declar emerg impos war pakistan way rss get chanc rule india accord wish,0
14616,uk home secretari sent nirav modi extradit request court ed sourc,1
14618,maanshart tehreemsikanda balajivsrg mmjavaida suhaildainposh zaraali nairhena gladiat qaziabdulsalaam alfaarisamoudi them sankhwarsudesh pshatrujeet jayeshj skmittal hyperna vsen mukesh manzoor spallifti zesbaig linkadii iftikharhyd snowewhitea riteshsbisht iftikhar jiten brajeshb rajvai deshbhakt riyaagrwl mohamma ashraffem masahallah javedsa mrwebonlinenow jehanzebwari asifkhattakpti imrankhanpti modi narindramodi ndtv amitshah swami myogiadityanath yeah iaf teach pilot drop plain expert abhinandan tea blurt back india get ass kick braveri initi taught belov iaf,0
14619,timesnow rahul gandhi meghasprasad aagay chatu channel timesnow bhonkan one statement rg month pulwama attack amp dog road bark modi vais hi neech hai even wait day start politicis airstrikeattack,0
14620,near rssorg amp bjparnataka karyakarta murder jihadi congress rule siddaramaiah bigot siddaramaiah scare peopl proud wear sacr tilak rahul gandhi led incindia shame left,0
14622,polit parti use face air forc wing command parti elect poster elect commiss india take action bjp,1
14624,vinod k jose vinodjos vinod k jose retweet gabbar istandwithindianarmi two thing clear parrikar s interview rafal even pm modi announc deal indian defenc minist knew hal relianc,1
14626,pakistani prime minist imrankhanpti express heartfelt condol iranian presid terrorist attack iranian guard kill leader agre need closer cooper among two intellig agenc combat terror say pmo,0
14628,rajbhakt joharitejashre would modi liemodi mns also said month pulwama gonna happeni think sattah plane pulwamado statement say anyth noon except uneduc like gonna vote mns alreadi mla plane shivsenanoraj mns,1
14632,bjp bike ralli west bengal watch horribl video understand condit west bengal bjp worker face extrem atroc mamta polic need share let still understood vicious mamta is,0
14634,modi support must stop insult oppon jobless collect number build unemploy data tweet make modi look bad,0
14635,rise fall nirav modi the biggest fraudster indian bank histori found telegraph run london,0
14637,need econom growth yes growth jobless sustain framework employ must includ job creation strategi modi amp kcr fail miser provid employ opportun peopl telangana telanganasprogresswithcongress,1
14638,italian looteri refus an honest question loot yrs upa rule although answer sare pizza parota life style question ask paid lutyean gang neerav modi latit modi ran away modi era becam looter upa era whi,1
14640,behind letter pray archbishop anil couto amp thoma macwan bless india procong cabal alway fool indian secular amp spread fear minor bjp power fail keep safe nun children abus priest bishop,0
14642,vijay mallya amp nirav modi london surpris histor england alway home peopl loot india,1
14643,ask alleg modi govt mishandl kashmir issu arunjaitley saidther use engag peac talk pakistan unless take decis action terror show world proof jaitleyinaapkiadalat,0
14645,cutepi kashmir request modi imrankhanpti india pakistan,1
14646,accept modi daddi modi readi accept son like know new bjp taglin read modihaitomumkinhai,1
14647,didi say inaugur circuit bench year yes modi amitshah mrsgandhi melocket ujjwalpareek bjpbengal bjpmmbengal,1
14648,differ stroke differ folk within polit parti call bjp govern cow shed,1
14651,awesom ppl generat inspir one all real fighter betibachaobetipadhao mission modi ji,1
14653,anoth step modi toward congress mukt bharat,1
14654,modi ji govt employ opportun creat everyfield countri previous govt push india fagil fivebut nda govt make india intofastest growingeconomycountri,1
14655,thiev stole rafal paper return obtain photocopi shake fear modi ji,0
14661,prasanto tjoseph opindia run seri month articl highlight consid lie spread mainstream media typic modi,1
14662,long think republ tv claim exclus found nirav modi london,1
14665,awesom realli don t understand congress act modifi law,1
14670,lsblackpearl alizoraizhassa alfaarisamoudi ankitid nairhena suhaildainposh manzoor qaziabdulsalaam mmjavaida gladiat them sankhwarsudesh zaraali pshatrujeet jayeshj skmittal hyperna vsen tehreemsikanda mukesh spallifti zesbaig linkadii iftikharhyd snowewhitea riteshsbisht iftikhar jiten brajeshb rajvai deshbhakt riyaagrwl mohamma ashraffem masahallah javedsa mrwebonlinenow jehanzebwari asifkhattakpti imrankhanpti modi narindramodi ndtv amitshah swami myogiadityanath modi butcher terrorist terrorist religion what is problem that,0
14671,amma more modi daddi say aiadmk minist,1
14673,near cancer medicin price slash modi govern via theprintindia,0
14674,wonder modi ji decid elect date,1
14675,elect alreadi decid mind peopl shock bjpcongress keep ask water next yrstelangana modifiedjob boycottsurfexcel arvindkejriw mayawati nitishkumar,0
14677,mr modi nervous avinandan could brought back could video use election manner use avinandan imag,0
14679,part ralli london th march share india growth stori last five year ukmodi inspir pm modi leadership join us show solidar pm modi ukmodi vijai modi amitshah amitmalviya manojladwa,1
14680,congress leader amp former actress vijaya shanti call pm modi terrorist presenc cong presid rahul gandhi shamshabad telangana,0
14681,manjamma jagalur davanager great modi fan sell coconut earn bread program gift basket knit modi it pray everyday modiagain much love nook n corner nation man mahabhakt,1
14684,next pm india narendramodi,1
14685,literari bodi strip dalit professor award facebook post bjp via thewirein,1
14686,parti vice presid mr omarabdullah talk greaterkashmir wide rang issu pdpbjp allianc ramif jampk forthcom assembl ls elect state need singl parti govern much more read,1
14687,upa govern appl iphon launch around today modi govern appl launch iphon around lakh modi take extra pocket put appl pocket,1
14691,worri adolf hitler much jahil modi cvs look similar usuk appeas hitler till end also appeas modi till last muslim south asia design stupid know,0
14693,modiwav would way bigger last elect go see rise rise namo popular vote catch abil pleas rt all use tag post comment,1
14695,ani yes right even colleagu hafiz saee amp masood azhar hold view modi,1
14698,varanasi hundr dalit lock hour modi s visit,1
14700,btw true sept visit nirav modi bridal jewelleri exhibit delhi next day allahabad bank approv loan him despit opposit bank director,1
14703,rahul gandhi report wave red flag june month chotamodi loot amp scoot stop page report share agenc like sfio cbi dri ed action chowkidar also met chotamodi jan fled india chowkidaarhichorhai,1
14704,watch video see paki r prais modi india addict lead oldest polit parti india incindia sycoph hell bent divid countri incit communal forc help radic pak elect,0
14706,gd bakshi hound liber asshol preach bjp mix arm forc polit oh liber propag doesn t consid general bakshi veteran,1
14707,mr modi bhai choksi mallya amp modi relax abroad ambani gift rafal deal contrast rahul rahul gandhi work tireless erad poverti countri year let us choos wise,1
14708,gchikerman vijai modi orfonlin intern market pre period seen first hand absenc india geo polit space domin presenc china cong reduc mighti nation non entiti inward focus apathi lack vision amp corrupt,1
14709,modi differenth also confess gujarat slaughteryet becam pm india becom nation led rabid dog they blood mind hand bay more pakistan obsess frustrat rss slaughter muslim india,1
14710,modi ji return power sinc bomb blast india almost everi year modi jis india suffer toler kafir hate congpak reason hate pm actual hate fear,0
14712,namo one name fit all display support vision namo lotus wristband shop namo app modiwav modifiedjob,1
14713,year modiji undo whatev wrong congress done year year modiji congress done year year modiji also congress cannot do next year congressekbailkatha poonammahajan,0
14714,ankitid spallifti alizoraizhassa maanshart skmittal deshbhakt suhaildainposh alfaarisamoudi adilna nairhena manzoor qaziabdulsalaam mmjavaida gladiat them sankhwarsudesh zaraali pshatrujeet jayeshj hyperna vsen tehreemsikanda mukesh zesbaig linkadii iftikharhyd snowewhitea riteshsbisht iftikhar jiten brajeshb rajvai riyaagrwl mohamma ashraffem masahallah javedsa mrwebonlinenow jehanzebwari asifkhattakpti imrankhanpti modi narindramodi ndtv amitshah swami myogiadityanath well let s leav there want view video,1
14715,bjp chang name utp alia uturn parti uturn allianc shiv sena uturn evid rafal scam uturn vika uturn polici firagainstcorruptmodi filechorchowkidar n parti,0
14716,lie damn lie statist modi sarkar modi sarkar promis crore job career exagger usual job creation data use job creat upa era,0
14717,bk chokidarchrhai avijitsinha tamil krishpachegonkr puneetvizh twilightfairi sunilkandalkar sunilddesai tachilr scimitarss ichbinujjaini kukk sanjayuvacha priyapyadav saqibmugloo tarunktrivedi kirtisd dickdarryl scrapravi ranjiton instigatein nikhilpb navasmytheen preetismenon terencefd tapan advocateco amitbeher tewarialok satishpan vidyut empoweringgoa joerav watdehel koyal kpadmarani screwedbyst kurup geetv bhavikakapoor priyankac sadhavi nehasame inctharoorian incindia rssurjewala modi amp crook gang primarili respons next come peopl unwittin naiv elect modi made cong opposit weak made cong weak blame cong amp oppsn put great fight come on say,0
14718,bjp mp sharad tripathi brawl bjp mla rakesh baghel regret incid feel bad it happen normal behaviour summon state chief put point across,0
14719,comment mr modi modi niravmodi,1
14723,watch pm narendramodi offer prayer kashivishwanath templ varanasi,1
14724,here niravbhai chowkidar still keep eye shut jandhanlootyojana chowkidarhichorhai,1
14725,even god can t find whether hindu report rafal scam base origin document photocopi modi govt addict lie ag claim distinguish two sourc,0
14728,modi pmoindia cmdbsnl manojsinhabjp today womensday bsnl lakh employe got salari month lakh bsnl women fell women day mr modi,1
14730,modi govern afraid hindu head ram pchidambaramin mr p chidambaram manthan meet bjp use hindu religion lord ram elect campaign the hindu n ram haunt them,0
14731,sundaramchitra curious doubl agent bjp hell bent ro finish parti took sacrific hia grand mother father,0
14732,islam terror becom menac across world countri whether inhabit buddhist christian hindus safe islam terrorist attack jammu hand grenad thrown condemn aamaadmiparti arvindkejriw pbhushan modi thehindu,0
14734,hobkick raiatulrai veljaya indiandeshbhakt ravinarin modi bjpindia read histori call hindus coward amp loser hindus coward amp loser name would abdool defam brave ancestor coz braveri hindu today,0
14735,tanweerbbsr wb congress cpm od bjp soft bjd tg shah soft kcr ap modi soft jagan pb sad tatter jk a tn default kl sinc jr thank jmm cg per vs total modihaitomumkinhai,1
14738,chowkidar keep eye firm shut greedi croni safe loot amp scoot safe haven india wealth jandhanlootyojana suitbootlootkisarkar chowkidarhichorhai,1
14740,incindia rahul gandhi dear rahul gandhi status niravmodi modi govt fugit ur govt diamond king modi govt look taxi ur govt drive ferrari modi govt bungalow demolish ur govt bungalow built modi govt get crimin notic ur govt got illeg loan,1
14741,pm modi daddi aiadmk minist ministerktr anyth power jayalalithaa must turn grave aiadmk thing,0
14742,shame poor girl ask sport question amp he s tell modi snatch money meant badminton court amp gave anil ambani,0
14744,we kept quiet pakistan began cri am pm modi balakot strike,0
14745,u see modi ji do u keep cryingdont worri intern strike boardkeep cri mehboobamufti,0
14747,bjpindia forget made tukad tukad gang harrass modi modi gang sudden go mute mode whenev question airstrik modi indian economi amp develop bjpindia,0
14748,njmandokhail xadeejournalist maryamnsharif sadiakhan gul bukhari new tariq fateh model pakistanmay b next femal adnan sami tooif allerg pak armi plz ask modi stike give lesson pak armyand good oppotun see india strike armi retali,1
14751,bolisettisatya rahul gandhi sadlyin andhrapradesh lakh tribe godaveri valley thrown fr polavaram damampruind thousnd year tribal civilis real estat mafia nitingadkari harmd tribalsampfarm never spoke wordtdpampbjp govtsampearli manmohansingh govt cruelti tribalright,1
14754,reallyswara abhinandansekhr gd bakshi brother g ndu bakshi lost sinc along bjp mental vika even though bhakt put lot effort search mental vika found gndu bakshi found,0
14758,big modi big creation pr campaign guy fraud,0
14763,ikdeservesnobelpr q terror a peac q war a peac q attack innoc modi a dialogu q small vision tea maker modi high vision humanitarian imrankhan q terrorist modi peac imrankhanpti,0
14765,skpachauri abpnewstv actual let bjp politic airstrik much possibl readi popcorn want miss fun public start kick but,1
14766,kpadmarani baaisabaisabikb possibl satir modiamit convert domest hindumuslim issu intern indiapakistan someon take domest respons elig babu bajarangi,1
14767,first time year god direct touch indian prime minist tell chosen one narendramodi bete batein bahut kart ho kar ke dikhao son speak lot come prove someth ttindia,1
14768,modi join modi youth brigad namoyouthindia twitter facebook instagram,1
14769,dear electioncommiss india let us fix note polit parti the bjp,1
14770,satishshirod bjpindia nsitharaman modi amitshah devfadnavi kiritsomaiya whatev bjp done maharashtraveri great exampl speed metro projectsif would earlier govt saw speed mumbai metro line monorail anoth exampleand kind develop work go on promis,1
14772,pic indiafirstejriw pic elect first modi,1
14773,arvindkejriw shame bjp,0
14774,modifiedjob anyon talk job blame modi govern watch video learn elder,0
14775,trs kt rama rao telangana congress leader want go bathroom they will go delhi also see popular graph pm modi decreas pm work speak telangana,1
14777,last year modi govt thought lesson extern enemi countri next year elimin intern enemi nation import fight build better nation next generat gaddarlist pay,0
14778,premalathavijayakanth media hous behav like polit parti media manag ladi blast politicalslav come media trash admkbjp alli mani time vaiko thiruma congress dmk face question,1
14779,stop doubt arm forc valour capabl pleas pakistan pm shri modi ji tell opposit,0
14784,srivatsayb telegraph govt loot what parti time watch news also yesterday nirav modi illeg build demolish,1
14786,bajrang sonkar himanshu awasthi attack kashmiri sp support hate bjp rss whole media show right wing support modi congress biggest cell agenc indian media,0
14790,yes asadowaisi perfect secular rahul patriot modi honest kejriw educ tharoor afteral side vision countri franklyspeakingwithowaisi,1
14791,look like modi s develop polici beat lalu s cast base polit bihar,1
14792,rafal document miss lakh account miss crore job per year miss mallya nirav mehul miss cbimedia independ miss modi degre miss demonet benefit miss agricultur growth miss smart citi miss modihaitomumkinhai,0
14798,investforprogress everyth limit lie capabl rahul baba uniqu guy real came know surgic strike modi era but surgic strike manmohan govt i think possibl even dream modifiedjob jem masood azhar,1
14799,front page everi media new connect given women save fume media deep modi forgotten report fact publish opinion,1
14803,farmer reel agrarian crisi modi govt listen plight announc scheme prior elect anoth attempt fool anndata farmer know stood crisi time nammarahul gandhi,0
14805,alli bjp year rajya sabha mps also given ticket bjp focus win potenti candid biggest criteria,1
14806,glad attend occas internationalwomensday function organis mla captaintamilselvan amp mumbai bjp presid amp mla adv ashishshelarji along minor commiss chairman hajiarfatshaikh,1
14808,prime minist modi slam congress handl terror attack say india follow new polici,0
14809,epi bharatkibaat pallavi joshi tell india s stori health rishi charak s holist ayurveda shushrut s surgeri stem cell leadership world s largest healthcar ayushman tynarendramodi ji vivekagnihotri epi,1
14810,congrat bathinda resid bag top posit pb swachh survey bathinda pictur neglect sadbjp came power sewerag facil provid popul till expand popul,1
14812,this power make india start modi modi curb import arm time find market indian arm oversea approv cr joint develop israel mrsam medium rang surfac air missil,1
14818,modi everywher rahul nowher write abhishbanerj,1
14819,similar pak incindiacongi uncanni pak believ weaken india make stronger cong believ weaken bjp make stronger pak mistak bjp india cong mistak india bjp both therefor target india,0
14821,modi talk patriot spread hatr rahul gandhi,1
14822,after purchas bofor futher induct bofor rang km ia oper demand artillari gun modi govt gave initi order dhanush gun ofbordin factori board mm calib rang km futur order pend,0
14823,nirav modi london big scoop telegraph govern couldn t find year thank telegraph track tell india truth fraudster doesn t seem perturb all,1
14824,bk kpadmarani vijayashanthim ani smitaprakash modi explicit speech telugu news agenc translat mix pulihora blast modi spread hatr love,1
14825,tight slap face opposit parti say job creation taken place modi see cii survey modifiedjob,1
14826,abhinandan varthman right side bjp poster elect commiss india,1
14828,thread sad poem indian secular muslim even crime like rape hindu girl victim face ignomini ignor media liber pleas click link amp rt tweet it narendramodiin modi,0
14836,bbhuttozardari way respond modi unbeliev modi dealt opposit well imran khan order win upcom elect repli fact figur matter lot khan saab did saw pakistan gave immedi respons exact hrs,1
14837,unsubscribetseri indian govt also use seri pakistan also work modi agenda,1
14839,exclus india want man nirav modi accus bn fraud live open london,0
14840,violenc shock terror support member indian diaspora metpoliceuk bobblackman hcilondon theresamay modi sushmaswaraj,0
14841,abhimc soumya govindraob abhijitl saargupta kirtivaib bjpindia modi rahul gandhi priyankagandhi incindia incsandesh coz smaller picturehigh skill job unemploy export farm sector farmer issu death soldier croni capit undermin institut healthcar tribal right evnviron issuesetc less glamor bigger pic pakistan hindumuslim ram mandir etc,0
14842,congress vijaya shanti call pm modi terrorist incindia priyankac rahul gandhi mr rahul rahul gandhi action takejust listen pidi gang bark modi india close watch teach lesson congressmuktbharat,0
14843,one advanc rifl world ak made amethi said hon ble pm shri modi speech kalashnikovinamethi,1
14846,rahul gandhi realiz loot india upa power fled india nda coz scare modigod forbid mahalootbandhan come power return,0
14847,pakistan ban jaish kill indian jawan india doesnt ban bajrang dal amp rss whose head babu bajrangi kill atleast indian muslim naroda patiya amp proud cut open womb pregnant muslim women bajran dal amp rss made modi modiekdisast,0
14848,askanshul best solut bengal arrest cm put whole wb presid rule deploy armi sensit area give full power them clean whole system announc fresh elect readi bigger bomb blast within india oppn direct blame bjp anirbanganguli think,1
14849,top law offic bjp govt lose credibl tri defend indefens mislead hon court fals inforedact report claim rafalefilesstolen protect complic higher up rafalescam retract record,1
14854,india mahila congress general secretari shobhnamitt give view support incindia incforwomen,1
14857,stop doubt arm forc valour capabl pleas pakistan pm modi tell opposit via namo app,0
14858,hal make fighter jet iaf selfproclaim deshbhakt chowkidar took money belong iaf kick hal gift indebt croni aa,1
14859,imposs possibl two similar campaign slogan blur line bjp modi govern vijayt,1
14863,respect him cz resign congress cz put nation interest first own may belong parti digniti countri given top prioriti anti modi anti nation opposit come long way shame,0
14867,alisohrab akramtyagi go nomin mediat amaz realli big hate monger rss alreadi threaten india convert syria someth like that can t say compuls constitut court s spite drag account,0
14868,pm modi new india hundr dalit lock hour modi s visit pm modi inaugur vishwanath dham resid nearbi schedul cast settlement virtual lockedup premis heavi secur coverup nomo,1
14869,pm modi visit gujarat th th march gujaratsaysnamoagain,1
14870,bihar congress general secretari resign say peopl think congress parti pakistani agent modiwav modinewindia,0
14871,pm modi visit gujarat th th march gujaratsaysnamoagain,1
14873,modi govt awar pnb scam jaitley daughter firm sign retainership contract hamar mehul bhai gitanjali cbi investig omit law firm unlik law firm betibachao modirobsindia jaitleychoksibhaibhai,0
14874,dpdindia book sabkasaathsabkavika primeminist shri modi speak collect speech made first year offic honbl pm book invok vision new india march path inclus growth amp good govern,1
14875,crore job creat msmes last year cii report msmes destroy myth jobless growth india modi govt kudo pm modi ji modihaitohmumkinhai namumkinabmumkinhai seedhasamvad,0
14876,mitalishah anitkumargupta amitshah modi bjpindia bjp hi bjp,1
14877,modi amp bjp want stop attack kashmiri north india attack stop immedi but want help polar countri spoke adilshahzeb hum news,0
14878,modi fear most campaign modi none drive home point like drgpradhan,0
14879,swami modi expect declar ram setu nation heritag monument noth done hindus hindutva,1
14880,feel sorri bhakt last year postpon honeymoon hope ram mandir built mayb celebr honeymoon kid grandkid bjp cell headquart,1
14881,clear bada modi stand chotamodi mehulbhai amp rest loot amp scoot scamster taxpay pay tax honest jandhanlootyojana need india tax chowkidarnahibhagidar suitbootlootkisarkar modili modimadedisast,1
14883,loot amp scoot fraudster like niravbhai mehulbhai amp mani other spend crore market chowkidar allow safe passag fraudster defraud bank say rahul gandhi bjpsemukti suitbootlootkisarkar chowkidaarhichorhai modili,0
14887,bsindia ajaishukla fact matter india modi govern demonstr capabl attack terrorist camp insid pakistan,0
14890,cartoonist shut facebook cartoon critic modi demonetis amp balakot innocu cartoon p muhamad remov sexual explicit read,0
14893,pm modi visit gujarat today inaugur ahmedabad metro project gujaratsaysnamoagain,1
14897,ani call prime minist terrorist slander highest degre derogatori also disrespect ppl s mandat vijayashanti s remark reflect traitor deshdrohi attitud n polit immatur wonder incindia,0
14898,typic cultur incindia it s presid rahul gandhi imran masood threaten public cut modiji piec declar lok sabha candid congress saharanpur watch video here,0
14900,imagin becom item number amp peopl danc tune ramdev the ruthless manipul then rs lakh crore stash indian foreign bank bring modi modi promis i want invit troubl,1
14903,u swore u never enter politicsu did u swore yr kid u never allianc bjp cong u desper tri allianc cong refus unholyalli u download toi app now,1
14906,ncbn vsreddymp kcrtrs modi ysjagan ap cm post contradicotori tweet steal data memori psycholog issu him tdp must think leadership chang merg congress,0
14908,bjpindia return rahul gandhi tweet bomb loud blast apropo modi dictum amitshah incindia niravmodi elect,0
14909,jammuterrorattack sabootgangmiss congress person bk hariprasad say pulwamaattack match fix betwn modi amp imran khan clear show congress support terror amp pakistan,1
14910,amitshah india one one pm modi ji work day night indian uplift countri intern arena india need visionari innov charismat leadership next year world super power modi ji would undoubt,1
14911,now pakistan violat ceasefir gawahalan choka kiker kathi post uri sector one civilian injur condit critic current hospit liber india peac gestur great statesmanawww imran khan angel modi must resign,1
14913,listen babubajrangi confessionbut honor suprem court believ evid produc modi govt godhara,1
14915,request bjpindia modi ji amitshah jipleas send spokesperson debat channel anchor abl control congress peopl peopl watch debat listen bjp spokesperson idiot anchor amp congress peopl dangal aarpaar hallabol,0
14916,attribut fight modi bhakti friend famili fail realis bigger problem brainless rabid hatr toward modi rw regular criticis modi number issu one hate modi see posit whatsoev,0
14920,fav program modi govern often two thing flash mind visit goraj hospit maa card accept poster amp poor patient day realis bless gujarat namo cm pm ayushman bharat,1
14921,modi claim nationalist nationalist give nation money aa nationalist make stand bank line demon nationalist beg china entri dhoklam chines still sit telanganasprogresswithcongress,1
14923,rahul gandhi modi spent five year rob us pay ambani adani chotta modi mallya chowksi amp croni,0
14925,project start februari almost work done pm modi laid foundat march,1
14926,crore lpg connect distribut pradhan mantri ujjwalayojana month pmoindia narendramodi via namo app,1
14929,tourism receiv major boost modi govern barodrakhi erpandeyrohit rahulchaturvedl drkandoi inarendrapawar kapilpatilmp dombivlikarravi bjpmaharashtra bjpindia poonammahajan authackeray drseshind,1
14930,congress polit begin end one famili polit begin hut poor modi ji congressekbailkatha,0
14931,peopl deni mp ticket ministeri posit bjp kya soch ke ek saal wale ko ag banaaya,1
14933,number devote kumbh mela equal popul iran cr franc cr uk cr itali cr portug cr crore zero mishap incid secur issu modi govt pull effect crowd manag histori,1
14934,follow modi path cmo chief medic offic call sanitari worker home wash feet amp make video it interest paid worker sever month almost ident modi done except modi got public amp cmo suspend,1
14935,surgicalstrik pm modi jihad kashmir continu nia also summon syedalishahgeelani new delhi question charg terror fund mehboobamufti omarabdullah farooqabdullah state mourn thank pm,0
14936,incindia rahul gandhi modi hai namumkin bhi mumkin hai,1
14938,now aap mla mohind goyal book rape pretext provid pension earlier aap mla sandeep kumar rape woman pretext provid ration card msm care question arvind kejriw wth,0
14939,start modi era end modi era bjp could win trivandrum drum up kerala flood sabrimala mitig suffer kerala instead fix fan flame problem forblindbhaktson desistupid,0
14940,vandanajayrajan aabha actorsiddharth fail actor get public hit us block almost everi one modi ji follow stupid guy,0
14943,leadership hon pm modi ji india jump rank travel amp tourism competit sinc launch visa arriv amp provis evisa result rapid growth tourist amp hotel great sign growth india thrive tourism sector,1
14945,modi understand pakistan armi s islam doctrin that s call nuclear bluff ia offic sanjaydixit write counter ltgen panag rwac theprintopinion,1
14946,known traitor jaichand one remain raja may mole enemi backstab dday come appropri person jaichandlist mr subramaniam swami swami alreadi start whisper modi cc kailashwg,1
14947,central forc athlet get fourfold higher diet allow nod modi govt theprint ananya bhardwaj bhardwajananya report,1
14948,ramda fought aap ticket whose wifedaught lalitakavita work greenpeac amp aap theekhai,0
14950,natrajshetti bharatnama that is whisper everyon mumbai street tri chang modi fan nota voter you jaichandlist swamytard,1
14953,reallyswara abhinandansekhr noth countri make fun general gd bakshi given everyth countri includ martyr brother intoler modi,1
14956,guruhangala prakashraaj swami tajinderbagga karunagop theskindoctor shehzadind ishbhandari he is alway villian bro leav hero modi finish,1
14960,oh yes modi sent dossier pak like shivshankar behalf nincompoop boss pidimedia,1
14962,rahul went nirav modi exhibit next day allahabad bank approv loan bjp counter cong jibe latest news amp updat,1
14966,modi new daddi,1
14967,pakistan diplomat say pakistani tv that good pakistan modi lose elect congressl parti coalit congress ka haath pakistan ke saath,1
14968,class vs crass vs ass virat koh wore militari cap tribut forc amp even score centuri manoj tiwari beg vote wear armi uniform modi use crpf martyr background ralli niravmodi niravinlondon gd bakshi nation embarrass,0
14971,modi open admit mukti bahani babi endian terror pakistan eastern wing and recent disown deni thier promis citizenship right asssam majorgauravarya,0
14972,drgpradhan incindia chaukidaar chor hai ok main maha chor hun commit vote modiji cash daru formula use congress get vote modiji nation countri everi brave soldier indian armi matter what jai hind,1
14974,neither nirav modi rahul rahul gandhi modifi tool stop you influenti elect also move dear all myvotemymanifesto studentsmanifesto,1
14975,cm parikkar ji stop play hand modishah duo n come truth coz sooner later truth triumph amchorahul gandhi,1
14976,delhi prime minist modi meet interact recipi nari shakti puraskar,1
14981,report claim pic help alreadi constip congress mahagathbandhan leader shit pant instant name icon duo phirekbaarmodisarkar electioncommiss,0
14982,rahul went nirav modi exhibit next day allahabad bank approv loan,1
14985,saket emp propaganda also fail nowcii report out karanbhasin wrote detail report thisand wrt farm crisi modi govt report card way better upaeven mppnbkar cong fail address itmodi work overal rural growth,0
14987,must watch heart touch video vote bjp vote vika tnwelcomesmodi retweet support bjp,1
14989,nda gain seat balakotairstrik amp pmkisan sinc abpcvot januari survey bring within strike distanc major loksabhaelect bjpindia mani talk about enough modi pm again,1
14990,modi think nation secur poll plank someth requir invest amp signific reform defenc forc underfund level spend war evid hollow nation,0
14991,modi also rais rs crore auction gift receiv chief minist donat kanya kelavani fund money spent educ girl child scheme,1
14993,excel foot soldier narendramodi keep good work,1
14994,turn heat air strike sceptic sushma swaraj tell bjp worker,0
14995,literari bodi strip dalit professor award facebook post bjp,1
14996,doubt sbse jyada communal riot bjp ne krwaae h yrs kyuki main bjp k pass sirf upper cast hindu vote h jisk dum pr jeetna namumkin h avidandiya,0
14997,goodby lie lie modi hello happi togeth sacchedin,1
14998,okarthik manojgujaran mahimashastri modi teamnamobrigad vote modi ji coz trust blind anyth phirekbaarmodisarkar loksabhaelect,1
15000,azhar later went form jaishemoham releas bjp govern stewardship atal bihari vajpaye part deal free kandahar plane hijack hostag decemb,1
15001,khattar would beneft bjp call state elect ls,1
15002,post pulwama seem nation consensus pakistan need taught lesson pm modi seen perform well front elect,1
15003,noth sort happen long narind modi pm countri,1
15004,bjp vs congress time million volunt live testament growth chang faith new india vs thugbandhan let win resist modi ji shine namoagain,1
15005,myogiadityanath bjp member instead would say want modiji pm india thump major,1
15008,rambabu yes india need modi,1
15010,elect west bengal tend violent onesid modi magic might work mamata bastion explain pradip total agre point satyanewshi modifirekbar sootradhar communalsandeep rkpanday jasbjp,0
15011,cc modi pls answer wish win,1
15012,a section peopl bjp cell,1
15018,prabhatkumar karanbhasin saket achiev modi govern assum tremend signific relat context two thing got govern shitti state paralysi defec everyth human possibl derail govern current govern,0
15019,rexrao gue work noth base true data final bjp along nda retain min seat present polit scenario good ndabjp,1
15020,suspect might instig sikh assassin attempt modi start devast civil war across india hindus sikh khalistani puppet pak work hard depict massacr sikh product histor oppress hindus,0
15021,secular indiabrand west bengal model code conduct ls elect come effect todaymodimamata croni media abpanandatv run elect analysi show polladvantag tmc amp bjp dear elect commiss india permiss,1
15022,watch pm modi narrat hilari stori deal vip cultur via namo app,1
15024,modi vision rahul fantasi modi work out rahul mastur out modi show real world rahul make peopl hear music decid yourself side on bjp congressmuktbharat,1
15025,sarasulkunt modi pmoindia narendramodiin amitmalviya amitshah manekagandhibjp smritiirani sikanddipali indiatoday khushsundar siddaramaiah priyankagandhi nonovarg nazar twitter becom complac report irrelev repli almost hrs action taken peopl noth say except sleezi comment,1
15028,phirekbaarmodisarkar strongest govern prime minist last year modi,1
15031,write wall fuck bjp it s longer elect it s countri it s india india want right,0
15035,bihar man say vote pm modi wed gift daughter invit goe viral via namo app,1
15036,arun roflgandhi watch sharad tripathi skill modi option left prais otherwis know happen,1
15037,like it s modi love modi still love core hate still hate core type peopl india pro modi anti modi,1
15039,cvsrathor imhimmoia see thise pakistan destroy modi,0
15041,mehboobamufti modi ji alreadi state cleans poison insect like,0
15045,tweet bdutt drgpradhan authent peopl expos yesterday jaichandlist hit tweet amp trend top hour question ask video critic even pm modi rais amp ban amp rajdeep,0
15047,cnx opinion poll bjp zero punjab telangana andhra pradesh bjp clean sweep uttarakhand gujarat himach goa delhi loksabhaelect,1
15049,consid this phase fridaymonday period rest tuesdaythursday period time phase tuesdaythursday phase fridaymonday sunday z monday disadvantag bjp,1
15051,modi went win state elect riot recent releas babu bajrangi proxim lok sabha elect one concern modi govern plan india thread,1
15053,come day determin india cours next year vote wise india phirekbarmodisarkar amitshah modi piyushgoy jayantsinha smritiirani arunjaitley,1
15054,cii spineless organis apologis modi say cm gujarat could avoid riot proactiv piyushgoy pleas clarifi whether want us believ govt nsso data cii data tell us authent,0
